114 Grocery & Deli Incorporated,"[40.6541285, -73.8866072]"
Acme Markets,"[40.3321004, -74.1192097]"
Acme Markets,"[40.3772479, -74.0111367]"
Acme Markets,"[40.8962458, -74.5515743]"
Acme Markets,"[40.90388069999999, -74.5493564]"
Acme Markets,"[40.8923212, -74.47737750000002]"
Acme Markets,"[41.0488547, -74.7570807]"
Acme Markets,"[40.8270918, -74.5721415]"
Acme Markets,"[40.706513, -74.4049679]"
Acme Markets,"[39.6039189, -74.21160429999999]"
Acme Markets,"[40.0471359, -74.8395645]"
Acme Markets,"[39.7207704, -75.1167739]"
Acme Markets,"[40.139632, -74.7067332]"
Acme Markets,"[40.0513, -74.8880144]"
Acme Markets,"[40.0515719, -74.8913018]"
Acme Markets,"[39.9478336, -74.9716579]"
Acme Markets,"[39.9551614, -75.0036404]"
Acme Markets,"[39.9752482, -74.5808705]"
Acme Markets,"[39.9031111, -74.8324943]"
Acme Markets,"[39.9576949, -74.9828395]"
Acme Markets,"[39.970439, -74.9176145]"
Acme Markets,"[39.9661364, -74.9425424]"
Acme Markets,"[39.6691471, -75.5070185]"
Acme Markets,"[39.6284514, -75.4984978]"
Acme Markets,"[39.99910029999999, -74.991157]"
Acme Markets,"[39.744595, -74.9981324]"
Acme Markets,"[39.7475088, -74.9896188]"
Acme Markets,"[39.744166, -74.99861170000001]"
Acme Markets,"[39.7546486, -75.3543174]"
Acme Markets,"[39.7573117, -75.35409729999999]"
Acme Markets,"[39.6123093, -74.3246088]"
Acme Markets,"[39.8270559, -75.16128719999999]"
Acme Markets,"[39.6450067, -75.3411268]"
Acme Markets,"[39.8922071, -75.0906452]"
Acme Markets,"[39.8915011, -75.0866281]"
Acme Markets,"[39.89121919999999, -75.0894744]"
Acme Markets,"[39.9208857, -75.0557646]"
Acme Markets,"[39.9073609, -75.0587512]"
Acme Markets,"[39.4357252, -74.5144376]"
Acme Markets,"[39.1028632, -74.81413979999999]"
Acme Markets,"[39.25221430000001, -74.61488059999999]"
Acme Markets,"[40.3396344, -75.13607089999999]"
Acme Markets,"[39.3201532, -74.59833139999999]"
Acme Markets,"[39.1408459, -74.7027006]"
Acme Markets,"[38.9840341, -74.83001449999999]"
Acme Markets,"[38.9848888, -74.83015160000001]"
Acme Markets,"[39.4600936, -75.2112585]"
Acme Markets,"[39.4793244, -74.99949509999999]"
Acme Markets,"[40.1673446, -74.6985433]"
Acme Markets,"[40.1336237, -74.7258426]"
Acme Markets,"[40.1556609, -74.6969314]"
Acme Markets,"[40.1462213, -74.71182639999999]"
Acme Markets,"[40.3119356, -74.6192734]"
Acme Markets,"[40.1162183, -74.7813146]"
Acme Markets,"[39.4513223, -74.648138]"
Acme Markets,"[40.2177988, -74.7579969]"
Acme Markets,"[40.2446604, -74.712102]"
Acme Markets,"[40.2205824, -74.759717]"
Acme Markets,"[40.1812934, -74.6744913]"
Acme Markets,"[40.2283968, -74.6709652]"
Acme Markets,"[40.08212899999999, -74.2097014]"
Acme Markets,"[40.1220268, -74.048735]"
Acme Markets,"[40.5866713, -74.4771993]"
Acme Markets,"[40.572603, -74.4926541]"
Acme Markets,"[40.4451436, -74.4244416]"
Acme Markets,"[40.554887, -74.4642861]"
Acme Markets,"[41.062244, -81.4281525]"
Acme Markets,"[40.4496238, -75.36225440000001]"
Acme Markets,"[39.8842881, -75.5278519]"
Acme Markets,"[40.9813966, -76.88531139999999]"
Acme Markets,"[40.3225165, -75.1325557]"
Acme Markets,"[40.2699056, -75.2265749]"
Acme Markets,"[40.444449, -75.3522929]"
Acme Markets,"[40.4496238, -75.36225440000001]"
Acme Markets,"[40.18155369999999, -75.055336]"
Acme Markets,"[40.1852569, -75.059837]"
Acme Markets,"[39.9594742, -75.35512]"
Acme Markets,"[39.9594742, -75.35512]"
Acme Markets,"[39.9655891, -75.3372323]"
Acme Markets,"[40.0363063, -75.0643733]"
Acme Markets,"[40.1437324, -74.9325388]"
Acme Markets,"[40.1186944, -74.93045959999999]"
Acme Markets,"[40.1070789, -75.2112585]"
Acme Markets,"[39.8848787, -75.3282815]"
Acme Markets,"[39.9173332, -75.4404746]"
Acme Markets,"[40.09177320000001, -75.12516670000001]"
Acme Markets,"[40.1544957, -74.9925362]"
Acme Markets,"[40.1474543, -74.99965490000001]"
Acme Markets,"[40.151836, -74.85710949999999]"
Acme Markets,"[39.845923, -75.46673299999999]"
Acme Markets,"[39.8972769, -75.4312435]"
Acme Markets,"[39.89567359999999, -75.4316477]"
Acme Markets,"[39.9159687, -75.3786542]"
Acme Markets,"[40.2109897, -74.7940162]"
Acme Markets,"[40.01102, -75.2582059]"
Acme Markets,"[39.9855367, -75.4158745]"
Acme Markets,"[39.8788828, -75.31959479999999]"
Acme Markets,"[39.9096415, -75.2749298]"
Acme Markets,"[39.9065017, -75.27157319999999]"
Acme Markets,"[39.9816975, -75.28495439999999]"
Acme Markets,"[40.02180540000001, -75.3691248]"
Acme Markets,"[40.0453962, -75.407701]"
Acme Markets,"[40.0445182, -75.3799197]"
Acme Markets,"[39.9525839, -75.1652215]"
Acme Markets,"[40.0503302, -75.0869393]"
Acme Markets,"[40.1006832, -75.0267757]"
Acme Markets,"[40.0678224, -75.1980974]"
Acme Markets,"[40.056677, -75.1894664]"
Acme Markets,"[40.032989, -75.2149396]"
Acme Markets,"[40.063876, -75.23661129999999]"
Acme Markets,"[40.0313687, -75.21177399999999]"
Acme Markets,"[39.9169587, -75.1802563]"
Acme Markets,"[39.9322933, -75.16229050000001]"
Acme Markets,"[40.0356996, -75.0626661]"
Acme Markets,"[40.0602891, -75.0452345]"
Acme Markets,"[39.898585, -75.237983]"
Acme Markets,"[39.8789058, -75.5490043]"
Acme Markets,"[40.028121, -75.62878049999999]"
Acme Markets,"[39.9016273, -75.5103484]"
Acme Markets,"[39.866582, -75.53611300000001]"
Acme Markets,"[39.8842881, -75.5278519]"
Acme Markets,"[39.857808, -75.522418]"
Acme Markets,"[39.8596064, -75.54107719999999]"
Acme Markets,"[39.8946343, -75.479772]"
Acme Markets,"[40.056877, -75.5175703]"
Acme Markets,"[40.0362184, -75.5138118]"
Acme Markets,"[39.77326679999999, -75.9837866]"
Acme Markets,"[39.8864436, -75.5356227]"
Acme Markets,"[39.963994, -75.629285]"
Acme Markets,"[39.9698175, -75.5872352]"
Acme Markets,"[39.9606643, -75.6054882]"
Acme Markets,"[40.1010162, -75.3808627]"
Acme Markets,"[40.093878, -75.3709126]"
Acme Markets,"[40.1670986, -75.4505179]"
Acme Markets,"[40.1856597, -75.451571]"
Acme Markets,"[40.0771381, -75.29835589999999]"
Acme Markets,"[40.2490627, -75.299037]"
Acme Markets,"[40.1380929, -75.5032729]"
Acme Markets,"[40.2160131, -75.5016594]"
Acme Markets,"[40.1837205, -75.4517079]"
Acme Markets,"[36.954023, -81.0745969]"
African and Caribbean Supermarket,"[40.6995594, -111.8588331]"
African and Caribbean Supermarket,"[40.70017, -111.8693197]"
AG Ferrari Foods,"[37.368188, -122.035626]"
AG Ferrari Foods,"[37.7868413, -122.4515705]"
AG Ferrari Foods,"[37.8914601, -122.1199837]"
AG Ferrari Foods,"[37.6972026, -122.1726819]"
AG Ferrari Foods,"[37.9275702, -122.517317]"
Agro Foods,"[25.6862018, -80.1681175]"
Agro Foods,"[25.6956433, -80.1708752]"
Aguada Supermarket Incorporated,"[40.7769826, -73.9788067]"
Aguada Supermarket Incorporated,"[40.6979328, -73.9962966]"
Aguada Supermarket Incorporated,"[40.696439, -73.9972183]"
Ajs Fine Foods,"[33.5099424, -112.0718095]"
Ajs Fine Foods,"[33.6063245, -112.0664768]"
Ajs Fine Foods,"[33.3232715, -111.9783488]"
Ajs Fine Foods,"[33.3181459, -111.9657564]"
Ajs Fine Foods,"[33.306422, -111.9241399]"
Ajs Fine Foods,"[33.3007268, -111.9278661]"
Ajs Fine Foods,"[33.3784707, -111.7512909]"
Ajs Fine Foods,"[33.3424856, -111.8169644]"
Ajs Fine Foods,"[33.2365778, -111.834734]"
Ajs Fine Foods,"[33.7685401, -111.923956]"
Akins Natural Food,"[39.01412560000001, -95.71496929999999]"
Akins Natural Food,"[37.1585898, -93.2729114]"
Akins Natural Food,"[40.8140723, -96.62640549999999]"
Akins Natural Food,"[40.8145441, -96.6271493]"
Akins Natural Food,"[35.6091613, -97.57077149999999]"
Akins Natural Food,"[35.535457, -97.56675899999999]"
Akins Natural Food,"[36.1188916, -95.9002034]"
Akins Natural Food,"[36.1195734, -95.9388657]"
Akins Natural Food,"[36.0913213, -95.8897794]"
AL & James Foods,"[47.5362074, -96.2804997]"
AL & James Foods,"[47.5360765, -96.2803328]"
AL & James Foods,"[35.2268311, -96.67135499999999]"
Al's Supermarket,"[25.840989, -80.20097489999999]"
Al's Supermarket,"[41.5990706, -86.7345649]"
Al's Supermarket,"[41.6179504, -86.7055572]"
Al's Supermarket,"[41.7006446, -86.8923506]"
Al's Supermarket,"[41.720845, -86.901562]"
Albertsons,"[33.4592826, -94.04184459999999]"
Albertsons,"[33.5543194, -112.0981242]"
Albertsons,"[33.5839771, -111.9743265]"
Albertsons,"[33.6536213, -112.0296287]"
Albertsons,"[33.6245573, -111.9789958]"
Albertsons,"[33.4774532, -112.2188417]"
Albertsons,"[33.7999466, -112.1272796]"
Albertsons,"[33.3774147, -111.8761418]"
Albertsons,"[33.4094867, -111.6823752]"
Albertsons,"[33.3777578, -111.6334672]"
Albertsons,"[33.4138646, -111.5494851]"
Albertsons,"[32.8808169, -111.7392946]"
Albertsons,"[33.2606668, -111.8570449]"
Albertsons,"[33.2177055, -111.7907174]"
Albertsons,"[33.5374383, -111.9062309]"
Albertsons,"[33.478893, -111.9242098]"
Albertsons,"[33.5890355, -111.833849]"
Albertsons,"[33.6295649, -111.8849129]"
Albertsons,"[33.7977889, -111.9292843]"
Albertsons,"[33.3651031, -111.9297059]"
Albertsons,"[33.3337859, -111.7717134]"
Albertsons,"[33.5978364, -112.1671464]"
Albertsons,"[33.4947934, -112.3381544]"
Albertsons,"[33.656189, -112.3761538]"
Albertsons,"[33.6402303, -112.4197]"
Albertsons,"[33.6832334, -112.2363526]"
Albertsons,"[33.6398357, -112.2516279]"
Albertsons,"[31.4359755, -110.9645414]"
Albertsons,"[32.2989117, -110.996539]"
Albertsons,"[32.2387847, -111.0041263]"
Albertsons,"[35.1950268, -111.6335555]"
Albertsons,"[34.5866539, -112.3349453]"
Albertsons,"[35.2207013, -114.0344917]"
Albertsons,"[35.1018243, -114.5955406]"
Albertsons,"[34.0522342, -118.2436849]"
Albertsons,"[34.0140587, -118.3357846]"
Albertsons,"[34.0227869, -118.3543217]"
Albertsons,"[34.0271101, -118.3928048]"
Albertsons,"[34.0194565, -118.4231626]"
Albertsons,"[33.8962039, -118.2335426]"
Albertsons,"[33.9841108, -118.3978713]"
Albertsons,"[33.9390117, -118.1328406]"
Albertsons,"[33.8742371, -118.3080208]"
Albertsons,"[33.9007255, -118.3624481]"
Albertsons,"[33.9177221, -118.3512407]"
Albertsons,"[33.8596472, -118.3917393]"
Albertsons,"[33.8389946, -118.355292]"
Albertsons,"[33.8732423, -118.3736259]"
Albertsons,"[34.040251, -118.4728012]"
Albertsons,"[34.0070072, -118.4746659]"
Albertsons,"[33.8389946, -118.355292]"
Albertsons,"[33.9668293, -118.036683]"
Albertsons,"[33.8339849, -118.0273072]"
Albertsons,"[33.8475193, -118.0124789]"
Albertsons,"[33.8460349, -117.9839386]"
Albertsons,"[33.93845750000001, -117.9664436]"
Albertsons,"[33.89715, -118.0076186]"
Albertsons,"[34.0121217, -118.096631]"
Albertsons,"[34.0311748, -118.1226002]"
Albertsons,"[33.7240219, -118.3135922]"
Albertsons,"[33.781662, -118.074232]"
Albertsons,"[33.787434, -118.262443]"
Albertsons,"[33.8065748, -118.2727322]"
Albertsons,"[33.8307939, -118.2766897]"
Albertsons,"[33.7586098, -118.1123364]"
Albertsons,"[33.858783, -118.1519226]"
Albertsons,"[33.8054743, -118.1921677]"
Albertsons,"[33.8113746, -118.1098904]"
Albertsons,"[33.7745771, -118.1518567]"
Albertsons,"[34.1083655, -118.0232962]"
Albertsons,"[34.1497366, -117.98439]"
Albertsons,"[34.1403669, -117.9891451]"
Albertsons,"[34.162414, -118.0691989]"
Albertsons,"[34.1694548, -118.9565817]"
Albertsons,"[34.2583994, -118.5378051]"
Albertsons,"[34.2730677, -118.4855751]"
Albertsons,"[34.4170505, -118.4580643]"
Albertsons,"[34.1537821, -118.7945823]"
Albertsons,"[34.4088452, -118.5795576]"
Albertsons,"[34.2023804, -118.4504444]"
Albertsons,"[34.159901, -118.3451904]"
Albertsons,"[34.1355951, -117.5571974]"
Albertsons,"[34.0016817, -117.7342333]"
Albertsons,"[33.9614046, -117.6954576]"
Albertsons,"[34.03549539999999, -117.6883332]"
Albertsons,"[34.0972202, -117.9060427]"
Albertsons,"[34.1081551, -117.6120368]"
Albertsons,"[34.1201199, -117.5918636]"
Albertsons,"[34.130068, -117.8650256]"
Albertsons,"[33.9876951, -117.8720761]"
Albertsons,"[34.0276995, -117.6286386]"
Albertsons,"[34.0767972, -117.6685159]"
Albertsons,"[34.0002527, -117.8129168]"
Albertsons,"[34.1044892, -118.0873031]"
Albertsons,"[34.1012777, -118.075048]"
Albertsons,"[34.1076375, -117.668327]"
Albertsons,"[34.0265593, -117.8938305]"
Albertsons,"[34.0747025, -117.8887235]"
Albertsons,"[34.0865726, -118.1498455]"
Albertsons,"[32.8329579, -116.7502896]"
Albertsons,"[32.6611106, -116.9687772]"
Albertsons,"[32.7469488, -116.9839681]"
Albertsons,"[33.0873436, -117.2671087]"
Albertsons,"[32.73930720000001, -116.9374994]"
Albertsons,"[32.8090037, -116.9202026]"
Albertsons,"[33.131488, -117.0595716]"
Albertsons,"[33.1087309, -117.1057928]"
Albertsons,"[32.8472897, -117.2723945]"
Albertsons,"[33.1795935, -117.2964631]"
Albertsons,"[33.2077157, -117.2872673]"
Albertsons,"[33.2276023, -117.3240018]"
Albertsons,"[32.9812267, -117.0607111]"
Albertsons,"[33.0393835, -116.8772307]"
Albertsons,"[33.140048, -117.1384242]"
Albertsons,"[33.1504277, -117.1372523]"
Albertsons,"[32.8564095, -116.9721521]"
Albertsons,"[33.1318735, -117.21093]"
Albertsons,"[33.1249184, -117.1613737]"
Albertsons,"[33.1668298, -117.248041]"
Albertsons,"[32.7121254, -117.1520813]"
Albertsons,"[32.7121466, -117.1514293]"
Albertsons,"[32.750502, -117.167742]"
Albertsons,"[32.7486931, -117.099174]"
Albertsons,"[32.8087643, -117.260355]"
Albertsons,"[32.8207656, -117.1579086]"
Albertsons,"[32.8127773, -117.2000879]"
Albertsons,"[32.6972763, -117.1712342]"
Albertsons,"[32.7916785, -117.0800518]"
Albertsons,"[32.8675795, -117.2153401]"
Albertsons,"[32.9766226, -117.0892509]"
Albertsons,"[32.9609224, -117.1535891]"
Albertsons,"[33.7057618, -116.2170386]"
Albertsons,"[33.9238641, -116.9454427]"
Albertsons,"[33.6092755, -114.5871842]"
Albertsons,"[33.81853510000001, -116.4598642]"
Albertsons,"[33.7877914, -116.4594062]"
Albertsons,"[33.6987556, -116.2151417]"
Albertsons,"[33.7226956, -116.3638701]"
Albertsons,"[33.7571144, -116.3892859]"
Albertsons,"[33.7218767, -116.3645771]"
Albertsons,"[33.8461196, -116.5292815]"
Albertsons,"[34.5006003, -117.1858642]"
Albertsons,"[34.0751368, -117.43756]"
Albertsons,"[34.1052444, -117.4550882]"
Albertsons,"[34.1239047, -117.193564]"
Albertsons,"[34.0486276, -117.1715099]"
Albertsons,"[34.121338, -117.3692415]"
Albertsons,"[34.4718919, -117.3659067]"
Albertsons,"[34.165651, -117.2864615]"
Albertsons,"[33.8823419, -117.5007137]"
Albertsons,"[33.9092563, -117.4352303]"
Albertsons,"[33.9444932, -117.4159]"
Albertsons,"[33.6860921, -117.3669546]"
Albertsons,"[33.6531034, -117.2981965]"
Albertsons,"[33.5675603, -117.2036893]"
Albertsons,"[33.5507785, -117.1389757]"
Albertsons,"[33.8176666, -117.228125]"
Albertsons,"[33.6858596, -117.2048343]"
Albertsons,"[33.6858596, -117.2048343]"
Albertsons,"[33.5957464, -117.2414316]"
Albertsons,"[33.596363, -117.2435216]"
Albertsons,"[33.7242, -117.7723186]"
Albertsons,"[33.6594835, -117.9988026]"
Albertsons,"[33.6952337, -117.7655032]"
Albertsons,"[33.5979972, -117.8720761]"
Albertsons,"[33.6790264, -117.9068887]"
Albertsons,"[33.6580273, -117.9175741]"
Albertsons,"[33.47506070000001, -117.686245]"
Albertsons,"[33.6587507, -117.9699079]"
Albertsons,"[33.6808855, -118.0027806]"
Albertsons,"[33.5146607, -117.7550279]"
Albertsons,"[33.6041738, -117.9065236]"
Albertsons,"[33.4427065, -117.6140429]"
Albertsons,"[33.523915, -117.6879421]"
Albertsons,"[33.528092, -117.7175764]"
Albertsons,"[33.7607748, -118.009151]"
Albertsons,"[33.600315, -117.6781348]"
Albertsons,"[33.6274397, -117.636172]"
Albertsons,"[33.5632981, -117.6469909]"
Albertsons,"[33.7011809, -117.8842077]"
Albertsons,"[33.7370994, -117.92166]"
Albertsons,"[33.7587228, -117.8382862]"
Albertsons,"[33.6929718, -117.9561113]"
Albertsons,"[33.9188034, -117.2252063]"
Albertsons,"[33.7452291, -117.8127336]"
Albertsons,"[33.8023075, -117.9618241]"
Albertsons,"[33.83131590000001, -117.8885566]"
Albertsons,"[33.9229683, -117.9151289]"
Albertsons,"[33.871077, -117.9061783]"
Albertsons,"[33.9188404, -117.9301525]"
Albertsons,"[33.9177162, -117.9270513]"
Albertsons,"[33.7715394, -117.9188587]"
Albertsons,"[33.8994159, -117.5650391]"
Albertsons,"[33.7918045, -117.7636333]"
Albertsons,"[33.8939046, -117.5164015]"
Albertsons,"[33.8736414, -117.5391634]"
Albertsons,"[33.9597787, -117.5917274]"
Albertsons,"[33.84687, -117.5423385]"
Albertsons,"[33.8691275, -117.5808362]"
Albertsons,"[33.8758806, -117.5829181]"
Albertsons,"[33.8726972, -117.6006209]"
Albertsons,"[33.8774241, -117.7525941]"
Albertsons,"[34.2798738, -119.191124]"
Albertsons,"[34.235181, -119.0374298]"
Albertsons,"[34.3948084, -119.5119491]"
Albertsons,"[34.2860007, -118.8120822]"
Albertsons,"[34.2110144, -119.1945774]"
Albertsons,"[34.2102333, -119.1932891]"
Albertsons,"[34.1766683, -119.1791814]"
Albertsons,"[34.272758, -118.692668]"
Albertsons,"[34.2616858, -118.7946734]"
Albertsons,"[34.2780482, -118.741847]"
Albertsons,"[34.4395323, -119.7515165]"
Albertsons,"[34.4287963, -119.8769101]"
Albertsons,"[35.1464344, -119.4663536]"
Albertsons,"[35.3553818, -119.0196122]"
Albertsons,"[35.128889, -120.595647]"
Albertsons,"[35.4754391, -120.6568387]"
Albertsons,"[35.4751687, -120.655311]"
Albertsons,"[34.6095008, -120.1884256]"
Albertsons,"[34.6622932, -120.4558358]"
Albertsons,"[35.3675051, -120.8443314]"
Albertsons,"[35.616654, -120.6810095]"
Albertsons,"[34.9732039, -120.4338727]"
Albertsons,"[34.8636835, -120.4172178]"
Albertsons,"[34.6880577, -118.1116278]"
Albertsons,"[34.586126, -118.1490227]"
Albertsons,"[34.6294473, -118.2203902]"
Albertsons,"[35.6056822, -117.6747433]"
Albertsons,"[35.6455409, -117.6810661]"
Albertsons,"[36.7727531, -119.7922717]"
Albertsons,"[36.7005954, -121.6687644]"
Albertsons,"[36.607432, -121.9261057]"
Albertsons,"[37.6976342, -122.4626699]"
Albertsons,"[37.6609794, -122.4777822]"
Albertsons,"[37.6402149, -122.421842]"
Albertsons,"[37.5003323, -122.2488158]"
Albertsons,"[37.3885039, -122.0295182]"
Albertsons,"[37.7332613, -122.489453]"
Albertsons,"[37.5351199, -121.9976052]"
Albertsons,"[37.6718963, -122.0859835]"
Albertsons,"[37.6478804, -122.0899597]"
Albertsons,"[37.70806049999999, -122.1670308]"
Albertsons,"[37.7037944, -122.1287079]"
Albertsons,"[37.6823526, -122.1268571]"
Albertsons,"[37.7239454, -121.9438308]"
Albertsons,"[38.2448506, -122.0189243]"
Albertsons,"[37.5982866, -122.0692491]"
Albertsons,"[38.1235253, -122.2362104]"
Albertsons,"[37.79943, -122.2532473]"
Albertsons,"[37.8276103, -122.2112292]"
